Sample Time,sensors 1 Lane 1,sensors 1 Lane 2,sensors 1 Lane 3,sensors 1 Lane 4,sensors 1 Lane 5,sensors 2 Lane 1,sensors 2 Lane 2,sensors 2 Lane 3,sensors 2 Lane 4,sensors 2 Lane 5,sensors 3 Lane 1,sensors 3 Lane 2,sensors 3 Lane 3,sensors 3 Lane 4,sensors 3 Lane 5,sensors 4 Lane 1,sensors 4 Lane 2,sensors 4 Lane 3,sensors 4 Lane 4,sensors 4 Lane 5,sensors 5 Lane 1,sensors 5 Lane 2,sensors 5 Lane 3,sensors 5 Lane 4,sensors 5 Lane 5,sensors 6 Lane 1,sensors 6 Lane 2,sensors 6 Lane 3,sensors 6 Lane 4,sensors 6 Lane 5.1,sensors 7 Lane 1,sensors 7 Lane 2,sensors 7 Lane 3,sensors 7 Lane 4,sensors 7 Lane 5,sensors 8 Lane 1,sensors 8 Lane 2,sensors 8 Lane 3,sensors 8 Lane 4,sensors 8 Lane 5
2/16/2017 17:40,6.8,6.3,4.5,6.2,4.6,5.8,4.1,3.1,2.8,1.57,9.2,7.8,6,9,3.6,2.5,4.2,2.8,8.6,4.525,6.14,5.69,4.06,5.6,4.15,5.23,3.7,2.8,2.53,1.42,8.3,7.04,5.42,8.12,3.25,2.26,3.79,2.53,7.76,4.08
2/16/2017 17:45,7.8,6.7,6.1,4.5,4.3,6.1,3.6,3.5,2.56,2.14,7.3,6.9,4.5,9,3.4,4.9,5.5,3.4,7.3,5.275,7.04,6.05,5.51,4.06,3.88,5.51,3.25,3.16,2.31,1.93,6.59,6.23,4.06,8.12,3.07,4.42,4.96,3.07,6.59,4.76
2/16/2017 17:50,6.9,5.7,5.2,5.7,2.8,5.1,4.4,2.8,2.5,1.8,11.8,7.6,4.5,9,4,3.2,4,2.78,6.6,4.145,6.23,5.14,4.69,5.14,2.53,4.6,3.97,2.53,2.26,1.62,10.65,6.86,4.06,8.12,3.61,2.89,3.61,2.51,5.96,3.74
2/16/2017 17:55,8.8,6,5.2,3.9,4,4.8,3.11,3,3,2.13,6.1,5.9,5.2,7.7,4.9,5,3.5,3.4,11.8,5.925,7.94,5.42,4.69,3.52,3.61,4.33,2.81,2.71,2.71,1.92,5.51,5.32,4.69,6.95,4.42,4.51,3.16,3.07,10.65,5.35
2/16/2017 18:00,5.4,4.1,3.2,4,3.2,5.3,5.6,3.1,3.2,2.78,9.6,7.2,5.4,10.6,5.6,5.43,4.1,3.3,7.6,5.1075,4.87,3.7,2.89,3.61,2.89,4.78,5.05,2.8,2.89,2.51,8.66,6.5,4.87,9.57,5.05,4.9,3.7,2.98,6.86,4.61
2/16/2017 18:05,8.6,8.9,7.6,4.2,5.3,4.9,3.7,3.2,2.6,1.88,10.6,7.2,5.1,9.8,5.7,5.1,6.11,6,8,6.3025,7.76,8.03,6.86,3.79,4.78,4.42,3.34,2.89,2.35,1.7,9.57,6.5,4.6,8.84,5.14,4.6,5.51,5.42,7.22,5.69
2/16/2017 18:10,8.2,7.8,5.3,6.5,4.4,6.56,3.8,2.9,2.8,3.5,6.5,6,4.8,8.89,5,4.7,3,2.71,12.5,5.7275,7.4,7.04,4.78,5.87,3.97,5.92,3.43,2.62,2.53,3.16,5.87,5.42,4.33,8.02,4.51,4.24,2.71,2.45,11.28,5.17
2/16/2017 18:15,6.5,6,5.4,5.6,3.8,5.4,4.9,4,4,2.6,9.6,7,6,9.8,4.6,6.1,5.9,2.88,13.5,7.095,5.87,5.42,4.87,5.05,3.43,4.87,4.42,3.61,3.61,2.35,8.66,6.32,5.42,8.84,4.15,5.51,5.32,2.6,12.18,6.4
2/16/2017 18:20,9.6,6.7,7.1,7.5,4.5,6.3,4.4,3,4.2,3.8,12.2,8.8,5.2,15.3,9.6,7.5,7.7,4.2,12.4,7.95,8.66,6.05,6.41,6.77,4.06,5.69,3.97,2.71,3.79,3.43,11.01,7.94,4.69,13.81,8.66,6.77,6.95,3.79,11.19,7.17
2/16/2017 18:25,9,8.4,7.5,6.8,5.5,7.4,7.6,4.4,3,3.8,12.3,8,5.9,12,7.3,4.1,3.7,3.8,11,5.65,8.12,7.58,6.77,6.14,4.96,6.68,6.86,3.97,2.71,3.43,11.1,7.22,5.32,10.83,6.59,3.7,3.34,3.43,9.93,5.1
2/16/2017 18:30,10.1,8.3,6.7,6.6,5.3,5.7,5.8,4.2,3.7,2,5.9,6.6,5.3,6,2.8,2.4,2.6,2.5,13.1,5.15,9.12,7.49,6.05,5.96,4.78,5.14,5.23,3.79,3.34,1.81,5.32,5.96,4.78,5.42,2.53,2.17,2.35,2.26,11.82,4.65
2/16/2017 18:35,6.3,5.5,4.7,4.3,3,5.6,3.9,3.56,3.4,4.56,9.3,7.9,5.6,12.3,7.7,5.8,4.2,3,24.6,9.4,5.69,4.96,4.24,3.88,2.71,5.05,3.52,3.21,3.07,4.12,8.39,7.13,5.05,11.1,6.95,5.23,3.79,2.71,22.2,8.48
2/16/2017 18:40,10,8.7,6.9,9,6.9,5,5.7,4.89,3.3,4.7,7.7,5.5,4.5,10.5,9.5,3.3,2.6,2.43,21.4,7.4325,9.03,7.85,6.23,8.12,6.23,4.51,5.14,4.41,2.98,4.24,6.95,4.96,4.06,9.48,8.57,2.98,2.35,2.19,19.31,6.71
2/16/2017 18:45,6.5,5.8,6.4,5.8,5.5,4.5,3.8,3.1,4.78,5,7.3,4,3.78,13,9.1,3.13,2.2,1.83,23.33,7.6225,5.87,5.23,5.78,5.23,4.96,4.06,3.43,2.8,4.31,4.51,6.59,3.61,3.41,11.73,8.21,2.82,1.99,1.65,21.06,6.88
2/16/2017 18:50,7.9,6.9,5.8,6.8,6.2,4.7,3.9,2.5,3.1,4.2,11,6.6,4,13.1,9.3,5.2,5.1,4.1,29.1,10.875,7.13,6.23,5.23,6.14,5.6,4.24,3.52,2.26,2.8,3.79,9.93,5.96,3.61,11.82,8.39,4.69,4.6,3.7,26.26,9.81
2/16/2017 18:55,9,9.1,6.3,7.1,7.2,6.3,4.2,4.78,4.2,6.4,9.2,6.4,2.7,10,7.6,4.6,4.2,2.14,20.1,7.76,8.12,8.21,5.69,6.41,6.5,5.69,3.79,4.31,3.79,5.78,8.3,5.78,2.44,9.03,6.86,4.15,3.79,1.93,18.14,7
2/16/2017 19:00,7.9,8.1,7,5.7,6.2,5.1,4.3,2.6,3.2,4.2,12.4,8.8,2.9,20.4,11.4,7,5.9,3.4,23.7,10,7.13,7.31,6.32,5.14,5.6,4.6,3.88,2.35,2.89,3.79,11.19,7.94,2.62,18.41,10.29,6.32,5.32,3.07,21.39,9.03
2/16/2017 19:05,7.9,9.2,7.7,7.2,7.4,7,6.5,4.9,6.2,9.1,14,10.9,5.7,15.9,11.9,6.6,4.9,4,27,10.625,7.13,8.3,6.95,6.5,6.68,6.32,5.87,4.42,5.6,8.21,12.64,9.84,5.14,14.35,10.74,5.96,4.42,3.61,24.37,9.59
2/16/2017 19:10,11.6,12,9,12,10.8,6.7,7.3,4.7,4.2,6.7,11.4,10.2,7,12.1,11.3,5.3,4.2,3.29,34.1,11.7225,10.47,10.83,8.12,10.83,9.75,6.05,6.59,4.24,3.79,6.05,10.29,9.21,6.32,10.92,10.2,4.78,3.79,2.97,30.78,10.58
2/16/2017 19:15,10.9,8.9,7.9,9.8,7.1,8.1,6.6,5.9,5.7,7.4,14,9.2,7.3,18.8,14.3,6.7,6.9,4.3,30.5,12.1,9.84,8.03,7.13,8.84,6.41,7.31,5.96,5.32,5.14,6.68,12.64,8.3,6.59,16.97,12.91,6.05,6.23,3.88,27.53,10.92
2/16/2017 19:20,9.3,10.8,8.9,9.6,10.3,7.6,7.2,4.8,5.8,8.3,14.8,10,9,16.3,12.1,11.6,10.2,7.5,28.3,14.4,8.39,9.75,8.03,8.66,9.3,6.86,6.5,4.33,5.23,7.49,13.36,9.03,8.12,14.71,10.92,10.47,9.21,6.77,25.54,13
2/16/2017 19:25,13,12.4,11.6,10.6,10.8,14.6,12.1,9.4,8.2,8.5,18.7,15,8.7,19.8,13.3,8.7,6.6,6.5,30.5,13.075,11.73,11.19,10.47,9.57,9.75,13.18,10.92,8.48,7.4,7.67,16.88,13.54,7.85,17.87,12,7.85,5.96,5.87,27.53,11.8
2/16/2017 19:30,14.5,13.3,13.4,13,10.8,6.9,5.6,4.2,4.5,10.9,12.4,9,5.67,16.5,15.1,6,6.78,3.67,26.1,10.6375,13.09,12,12.09,11.73,9.75,6.23,5.05,3.79,4.06,9.84,11.19,8.12,5.12,14.89,13.63,5.42,6.12,3.31,23.56,9.6
2/16/2017 19:35,8.5,9.1,9.2,9.1,9.5,11.4,9.9,7.7,7.6,11,13.3,8.1,6.6,11.2,10.2,7.1,6.4,4,27.8,11.325,7.67,8.21,8.3,8.21,8.57,10.29,8.93,6.95,6.86,9.93,12,7.31,5.96,10.11,9.21,6.41,5.78,3.61,25.09,10.22
2/16/2017 19:40,10.9,10.6,7.7,9.6,9.6,9.8,8.1,5.6,6.33,7.5,17.6,15.1,9.7,15.3,12,16.8,14.3,10.7,34.6,19.1,9.84,9.57,6.95,8.66,8.66,8.84,7.31,5.05,5.71,6.77,15.88,13.63,8.75,13.81,10.83,15.16,12.91,9.66,31.23,17.24
2/16/2017 19:45,21.8,18.1,15,15.2,10.2,12.5,12.9,12.1,8,9.6,24.9,19.3,14.5,21.1,13.4,14.2,12.6,11,28,16.45,19.67,16.34,13.54,13.72,9.21,11.28,11.64,10.92,7.22,8.66,22.47,17.42,13.09,19.04,12.09,12.82,11.37,9.93,25.27,14.85
2/16/2017 19:50,25.4,20.6,16.8,18.4,13.2,14.1,12.5,12.2,9,10.4,23.1,16.9,13,18.2,13,13.7,10.6,7.78,30,15.52,22.92,18.59,15.16,16.61,11.91,12.73,11.28,11.01,8.12,9.39,20.85,15.25,11.73,16.43,11.73,12.36,9.57,7.02,27.08,14.01
2/16/2017 19:55,45.9,46,37.2,39.1,28.8,11.3,9.1,6.1,6.1,8,17.6,11.9,7.7,19.6,14.3,13.8,12.4,9.1,33.4,17.175,41.42,41.52,33.57,35.29,25.99,10.2,8.21,5.51,5.51,7.22,15.88,10.74,6.95,17.69,12.91,12.45,11.19,8.21,30.14,15.5
2/16/2017 20:00,38.9,38.1,31.6,26.8,22.8,19.1,11.3,7.9,7.2,8.4,22.1,17.9,12.4,17.3,14.9,13.7,11.8,12.9,29,16.85,35.11,34.39,28.52,24.19,20.58,17.24,10.2,7.13,6.5,7.58,19.95,16.15,11.19,15.61,13.45,12.36,10.65,11.64,26.17,15.21
2/16/2017 20:05,51.9,46.3,48.7,43.6,33.9,12.7,10.5,7.3,8.5,12.3,22.6,19,12.1,22.3,15.9,12.2,9.7,9.8,29.7,15.35,46.84,41.79,43.95,39.35,30.59,11.46,9.48,6.59,7.67,11.1,20.4,17.15,10.92,20.13,14.35,11.01,8.75,8.84,26.8,13.85
2/16/2017 20:10,47.5,46.9,43.7,40.3,33.2,10.1,10.8,8.3,8.3,11.5,20.8,17,11.9,19.1,15.2,17.2,17,15.3,32.9,20.6,42.87,42.33,39.44,36.37,29.96,9.12,9.75,7.49,7.49,10.38,18.77,15.34,10.74,17.24,13.72,15.52,15.34,13.81,29.69,18.59
2/16/2017 20:15,47.8,49.4,46.9,42.1,31.9,13.9,10.7,10.2,10.4,13.5,25.9,21,15.2,28.5,14.2,32.56,28.7,24.1,42.6,31.99,43.14,44.58,42.33,38,28.79,12.54,9.66,9.21,9.39,12.18,23.37,18.95,13.72,25.72,12.82,29.39,25.9,21.75,38.45,28.87
2/16/2017 20:20,45.9,51.9,44.5,49.2,36.2,28.3,23.8,19.6,16.2,24.1,28.8,23.2,19.4,28.3,22,32.56,17,16.1,33.3,24.74,41.42,46.84,40.16,44.4,32.67,25.54,21.48,17.69,14.62,21.75,25.99,20.94,17.51,25.54,19.86,29.39,15.34,14.53,30.05,22.33
2/16/2017 20:25,56.5,45.7,49.3,45,36,27.4,24.7,26.3,23.9,31.6,20.4,16,15.2,26.2,23.2,22,16.7,14.2,36.3,22.3,50.99,41.24,44.49,40.61,32.49,24.73,22.29,23.74,21.57,28.52,18.41,14.44,13.72,23.65,20.94,19.86,15.07,12.82,32.76,20.13
2/16/2017 20:30,54,45.2,55.3,46.7,37,24.8,23.6,23.8,21.9,29.2,28,23.4,21,23.5,20.2,20.2,18.4,16.5,31.2,21.575,48.74,40.79,49.91,42.15,33.39,22.38,21.3,21.48,19.76,26.35,25.27,21.12,18.95,21.21,18.23,18.23,16.61,14.89,28.16,19.47
2/16/2017 20:35,50.7,49.8,47.9,42.5,39.4,28.8,27.8,27,23,31.1,27,20.1,19.3,29.4,20.6,20.2,17,13.7,30.8,20.425,45.76,44.94,43.23,38.36,35.56,25.99,25.09,24.37,20.76,28.07,24.37,18.14,17.42,26.53,18.59,18.23,15.34,12.36,27.8,18.43
2/16/2017 20:40,54.8,35,41.6,36.8,39.1,15.1,12.9,10,13.2,27,18.5,14.8,8.7,20.3,17.3,19.5,16.6,13.9,37.8,21.95,49.46,31.59,37.54,33.21,35.29,13.63,11.64,9.03,11.91,24.37,16.7,13.36,7.85,18.32,15.61,17.6,14.98,12.54,34.11,19.81
2/16/2017 20:45,45.6,46.9,41.9,34.2,29.3,17,17.9,16.5,17.5,24.9,33.6,25.6,22.8,36.2,24.8,36.1,29.6,25.1,40.6,32.85,41.15,42.33,37.81,30.87,26.44,15.34,16.15,14.89,15.79,22.47,30.32,23.1,20.58,32.67,22.38,32.58,26.71,22.65,36.64,29.65
2/16/2017 20:50,53.2,45.1,41.5,40.2,36.5,35.2,31.2,29.6,21.3,29.6,26.5,21.7,18.2,28.7,19.4,39,33.3,28.4,42.7,35.85,48.01,40.7,37.45,36.28,32.94,31.77,28.16,26.71,19.22,26.71,23.92,19.58,16.43,25.9,17.51,35.2,30.05,25.63,38.54,32.35
2/16/2017 20:55,50.6,46,53.5,46.3,38.6,37.4,33.7,32,25.7,33,32,24.4,23.7,36.6,32.7,37.6,35.2,30.7,46.4,37.475,45.67,41.52,48.28,41.79,34.84,33.75,30.41,28.88,23.19,29.78,28.88,22.02,21.39,33.03,29.51,33.93,31.77,27.71,41.88,33.82
2/16/2017 21:00,56.4,48.9,43.5,41.9,34.1,46.3,42.8,35.8,27.7,33.3,39.3,35.4,28.3,41.9,31.3,33.3,29.5,23.2,39.4,31.35,50.9,44.13,39.26,37.81,30.78,41.79,38.63,32.31,25,30.05,35.47,31.95,25.54,37.81,28.25,30.05,26.62,20.94,35.56,28.29
2/16/2017 21:05,58.8,57,51.3,44.8,41.6,52.5,48.2,40.5,31.7,37.4,50.3,46.6,36.3,52.1,36.3,31.9,29.6,24.8,45.9,33.05,53.07,51.44,46.3,40.43,37.54,47.38,43.5,36.55,28.61,33.75,45.4,42.06,32.76,47.02,32.76,28.79,26.71,22.38,41.42,29.83
2/16/2017 21:10,57.2,57.3,52.9,50.2,41.4,49.6,47.3,39.5,33.2,37.4,58.8,51.3,44.6,51.9,44.6,33.6,27.5,23,44.7,32.2,51.62,51.71,47.74,45.31,37.36,44.76,42.69,35.65,29.96,33.75,53.07,46.3,40.25,46.84,40.25,30.32,24.82,20.76,40.34,29.06
2/16/2017 21:15,57.7,54.1,54.6,46.4,42.1,51.7,49.1,41.5,34.7,33.8,46.7,40.7,32,43.6,36.1,31.1,27.5,23.4,44,31.5,52.07,48.83,49.28,41.88,38,46.66,44.31,37.45,31.32,30.5,42.15,36.73,28.88,39.35,32.58,28.07,24.82,21.12,39.71,28.43
2/16/2017 21:20,55.7,52.9,53.8,50.9,39.2,49.6,48.3,37.9,32.6,36.3,60.1,50.9,46.8,54.1,41.6,45.5,40.3,34.3,53.2,43.325,50.27,47.74,48.55,45.94,35.38,44.76,43.59,34.2,29.42,32.76,54.24,45.94,42.24,48.83,37.54,41.06,36.37,30.96,48.01,39.1
2/16/2017 21:25,62.1,53.5,55.6,45,45.4,52.3,46.3,41,30.4,40.5,62.2,53.3,47,56.2,46.6,44.3,46.1,33.8,54.3,44.625,56.05,48.28,50.18,40.61,40.97,47.2,41.79,37,27.44,36.55,56.14,48.1,42.42,50.72,42.06,39.98,41.61,30.5,49.01,40.27
2/16/2017 21:30,62.5,59.3,54,51.8,46.2,49.1,47.3,39.1,28.3,43,66.2,57.2,47.8,44.5,52.3,52.3,44.4,39.6,48.8,46.275,56.41,53.52,48.74,46.75,41.7,44.31,42.69,35.29,25.54,38.81,59.75,51.62,43.14,40.16,47.2,47.2,40.07,35.74,44.04,41.76
2/16/2017 21:35,59.2,60,57.8,47.9,40.8,55.2,49.1,40.2,31.6,40.8,59.3,60.4,50.1,57.8,50.8,51,45.9,37.6,55.1,47.4,53.43,54.15,52.16,43.23,36.82,49.82,44.31,36.28,28.52,36.82,53.52,54.51,45.22,52.16,45.85,46.03,41.42,33.93,49.73,42.78
2/16/2017 21:40,61.2,58.9,54.1,52.8,42.6,54.5,48.4,41.7,33.3,40.2,66.4,55.9,50.9,55.8,45,51.3,48.7,40.1,54.3,48.6,55.23,53.16,48.83,47.65,38.45,49.19,43.68,37.63,30.05,36.28,59.93,50.45,45.94,50.36,40.61,46.3,43.95,36.19,49.01,43.86
2/16/2017 21:45,58.7,60.3,51.9,48.3,48.6,50.5,48.8,42.3,35.2,45.1,63.2,60.1,50.6,56.4,49.4,51.2,45.7,38.9,59.2,48.75,52.98,54.42,46.84,43.59,43.86,45.58,44.04,38.18,31.77,40.7,57.04,54.24,45.67,50.9,44.58,46.21,41.24,35.11,53.43,44
2/16/2017 21:50,56.2,59.9,58,43.8,45,51.6,54,44.5,33.4,39.8,67.7,62.4,53.7,63.3,46.5,56.2,47.6,39.2,59.2,50.55,50.72,54.06,52.35,39.53,40.61,46.57,48.74,40.16,30.14,35.92,61.1,56.32,48.46,57.13,41.97,50.72,42.96,35.38,53.43,45.62
2/16/2017 21:55,64.9,62.8,57.1,50.6,49,52.2,53.8,43.2,34.6,44.9,68,63.3,51,50.7,50.8,56.1,50.4,36.3,59.9,50.675,58.57,56.68,51.53,45.67,44.22,47.11,48.55,38.99,31.23,40.52,61.37,57.13,46.03,45.76,45.85,50.63,45.49,32.76,54.06,45.73
2/16/2017 22:00,62.7,54.4,46.8,44.7,45.2,55.9,44.8,38,31.8,39.5,66.9,56.4,48.1,45.5,48.7,55.1,48.6,32.6,47,45.825,56.59,49.1,42.24,40.34,40.79,50.45,40.43,34.3,28.7,35.65,60.38,50.9,43.41,41.06,43.95,49.73,43.86,29.42,42.42,41.36
2/16/2017 22:05,60.7,56.5,51.8,54.3,47.4,53.7,46.9,41.2,35.3,43.3,68.4,60.7,42,60.6,49.5,53.4,46.2,39,59.4,49.5,54.78,50.99,46.75,49.01,42.78,48.46,42.33,37.18,31.86,39.08,61.73,54.78,37.91,54.69,44.67,48.19,41.7,35.2,53.61,44.67
2/16/2017 22:10,62.9,63.1,54.8,54.6,46.4,58.5,50.8,45.6,36.1,37.8,68,63,50.1,64.2,47.5,55.6,48.2,41.9,61.9,51.9,56.77,56.95,49.46,49.28,41.88,52.8,45.85,41.15,32.58,34.11,61.37,56.86,45.22,57.94,42.87,50.18,43.5,37.81,55.86,46.84
2/16/2017 22:15,61.2,55.4,58.9,56.6,45.1,54.8,50.8,45,37.9,39.5,66,60.9,56,57.5,46.9,50.2,50,44,55.9,50.025,55.23,50,53.16,51.08,40.7,49.46,45.85,40.61,34.2,35.65,59.57,54.96,50.54,51.89,42.33,45.31,45.13,39.71,50.45,45.15
2/16/2017 22:20,60.9,54.1,56,53.7,45.6,56.5,51.1,41.6,36.1,43.6,63.5,63.8,44.5,55.2,56.6,56.7,49.9,38.8,57.2,50.65,54.96,48.83,50.54,48.46,41.15,50.99,46.12,37.54,32.58,39.35,57.31,57.58,40.16,49.82,51.08,51.17,45.03,35.02,51.62,45.71
2/16/2017 22:25,64.7,45.7,58.4,48.5,46.5,54.2,46.9,38.4,33.6,39,69.7,59.7,39.5,60.4,48.7,51.7,48.4,35.9,61.4,49.35,58.39,41.24,52.71,43.77,41.97,48.92,42.33,34.66,30.32,35.2,62.9,53.88,35.65,54.51,43.95,46.66,43.68,32.4,55.41,44.54
2/16/2017 22:30,64.3,61.6,56.7,56.7,44.9,57,51.9,43.4,36,34.6,67.2,61.5,55.5,56.4,42.8,54.8,48,39.2,58.1,50.025,58.03,55.59,51.17,51.17,40.52,51.44,46.84,39.17,32.49,31.23,60.65,55.5,50.09,50.9,38.63,49.46,43.32,35.38,52.44,45.15
2/16/2017 22:35,62.6,59.5,60.3,56.2,48.3,57.8,52,46.8,37.3,42.5,70.6,63.5,53,58,45.9,59.4,51.1,39.5,55.7,51.425,56.5,53.7,54.42,50.72,43.59,52.16,46.93,42.24,33.66,38.36,63.72,57.31,47.83,52.35,41.42,53.61,46.12,35.65,50.27,46.41
2/16/2017 22:40,57.6,58.1,57.7,57.5,50.4,57.4,52.7,47.8,39.8,45.7,71.2,63.4,59.3,60,46.4,55.5,51.4,48.3,62.5,54.425,51.98,52.44,52.07,51.89,45.49,51.8,47.56,43.14,35.92,41.24,64.26,57.22,53.52,54.15,41.88,50.09,46.39,43.59,56.41,49.12
2/16/2017 22:45,64,54.4,64.7,55.3,45.1,58.4,52.7,44.5,34.5,39.5,71.3,63.6,50.8,57.2,55.6,58.1,52.3,40.7,52.8,50.975,57.76,49.1,58.39,49.91,40.7,52.71,47.56,40.16,31.14,35.65,64.35,57.4,45.85,51.62,50.18,52.44,47.2,36.73,47.65,46
2/16/2017 22:50,64.1,51.4,52.4,50.2,48.3,55,49,39.9,35.4,42.1,66.7,61.5,49.1,57.1,45.2,54,47.8,37.5,54.2,48.375,57.85,46.39,47.29,45.31,43.59,49.64,44.22,36.01,31.95,38,60.2,55.5,44.31,51.53,40.79,48.74,43.14,33.84,48.92,43.66
2/16/2017 22:55,63.78,57.6,51.1,47.9,45.5,57.6,48,41,35.8,41.6,62.4,55.1,46.6,64.7,45.1,52,45.9,38.9,60.6,49.35,57.56,51.98,46.12,43.23,41.06,51.98,43.32,37,32.31,37.54,56.32,49.73,42.06,58.39,40.7,46.93,41.42,35.11,54.69,44.54
2/16/2017 23:00,63.78,55.5,59.5,57.5,45.7,55.3,49,44.1,36.3,37,70.3,60,49.4,59.1,51.1,53.6,46,36.3,59.3,48.8,57.56,50.09,53.7,51.89,41.24,49.91,44.22,39.8,32.76,33.39,63.45,54.15,44.58,53.34,46.12,48.37,41.52,32.76,53.52,44.04
2/16/2017 23:05,63.78,55.29,57.7,54.2,50.1,57,49.9,41.6,36.9,46.8,71.1,65.3,52.7,64.7,54.3,57.4,52.4,39.3,60.5,52.4,57.56,49.9,52.07,48.92,45.22,51.44,45.03,37.54,33.3,42.24,64.17,58.93,47.56,58.39,49.01,51.8,47.29,35.47,54.6,47.29
2/16/2017 23:10,55.63,51.89,58,52.4,46.6,58.3,50.9,43.7,35.3,38.4,72.5,61.3,45.3,60.7,51.6,59.5,47.5,39.6,63.4,52.5,50.21,46.83,52.35,47.29,42.06,52.62,45.94,39.44,31.86,34.66,65.43,55.32,40.88,54.78,46.57,53.7,42.87,35.74,57.22,47.38
2/16/2017 23:15,62.3,64.1,53.2,49.9,46.1,60.6,51.8,43.2,32.1,34.67,73.7,64.9,51.1,58.4,41.8,59,49.1,41,58.5,51.9,56.23,57.85,48.01,45.03,41.61,54.69,46.75,38.99,28.97,31.29,66.51,58.57,46.12,52.71,37.72,53.25,44.31,37,52.8,46.84
2/16/2017 23:20,67.2,61.9,56.3,58,53.2,61.4,51.3,47.7,39.1,49.11,73,65.4,54,67.3,59.2,56.4,49.4,42.2,64.7,53.175,60.65,55.86,50.81,52.35,48.01,55.41,46.3,43.05,35.29,44.32,65.88,59.02,48.74,60.74,53.43,50.9,44.58,38.09,58.39,47.99
2/16/2017 23:25,61.2,63.7,45.6,57.3,44,58,43.7,41.2,37.3,40.7,74.6,63.3,50.2,64.2,56.22,55.6,49.2,37.6,62.4,51.2,55.23,57.49,41.15,51.71,39.71,52.35,39.44,37.18,33.66,36.73,67.33,57.13,45.31,57.94,50.74,50.18,44.4,33.93,56.32,46.21
2/16/2017 23:30,66.1,62.8,52.9,55.7,46.4,61,47.7,41.8,32.9,41.3,75.11,66,48,55.1,56.7,63.1,49.8,36.1,52.2,50.3,59.66,56.68,47.74,50.27,41.88,55.05,43.05,37.72,29.69,37.27,67.79,59.57,43.32,49.73,51.17,56.95,44.94,32.58,47.11,45.4
2/16/2017 23:35,67.4,59.2,63.4,55.5,53.9,60.8,55.2,49.2,39.1,45.3,73.1,65.3,56.2,63,52,61.5,51.5,43.9,57,53.475,60.83,53.43,57.22,50.09,48.64,54.87,49.82,44.4,35.29,40.88,65.97,58.93,50.72,56.86,46.93,55.5,46.48,39.62,51.44,48.26
2/16/2017 23:40,68.8,58.7,59.7,55.8,55,62.7,49.2,39,35.2,54.2,80.2,65.7,51.2,65.1,60.3,58.8,48,41.4,65,53.3,62.09,52.98,53.88,50.36,49.64,56.59,44.4,35.2,31.77,48.92,72.38,59.29,46.21,58.75,54.42,53.07,43.32,37.36,58.66,48.1
2/16/2017 23:45,67.2,61.2,57.9,58.4,49.5,65.1,51.4,39.5,37.5,44.78,77.2,66.7,49.1,61.3,56.22,59.3,48.8,38.7,62.9,52.425,60.65,55.23,52.25,52.71,44.67,58.75,46.39,35.65,33.84,40.41,69.67,60.2,44.31,55.32,50.74,53.52,44.04,34.93,56.77,47.31
2/16/2017 23:50,69.3,54.9,48.5,53.7,41.78,57.2,58.2,45.3,38.3,41.38,77,66.2,60.2,66.8,59.2,60.7,50.1,43.6,60.1,53.625,62.54,49.55,43.77,48.46,37.71,51.62,52.53,40.88,34.57,37.35,69.49,59.75,54.33,60.29,53.43,54.78,45.22,39.35,54.24,48.4
2/16/2017 23:55,54.5,67.5,50.3,53.8,42.8,71.1,51.1,37.4,32.6,43.4,79.8,66.6,56.3,49.4,57.6,63.7,50.4,36,51,50.275,49.19,60.92,45.4,48.55,38.63,64.17,46.12,33.75,29.42,39.17,72.02,60.11,50.81,44.58,51.98,57.49,45.49,32.49,46.03,45.37
2/17/2017 0:00,70.25,57.22,50.89,59.56,59,57.88,56.56,45.89,44.89,43.25,76.38,68.33,58.78,65,58,68.11,52.78,40.56,60,55.3625,63.4,51.64,45.93,53.75,53.25,52.24,51.05,41.42,40.51,39.03,68.93,61.67,53.05,58.66,52.35,61.47,47.63,36.61,54.15,49.96
2/17/2017 0:05,67.7,37.33,51.7,35.67,41.8,65,51.8,41.4,37.6,31.4,77,60.5,48.9,66.6,36.56,60.4,51.4,38.2,60,52.5,61.1,33.69,46.66,32.19,37.72,58.66,46.75,37.36,33.93,28.34,69.49,54.6,44.13,60.11,33,54.51,46.39,34.48,54.15,47.38
2/17/2017 0:10,67.5,60.22,60.8,50.7,49.4,64.7,47.1,42.3,34.8,40.33,78.78,65.9,43.8,59.1,35.78,64.5,49.1,39.1,63.3,54,60.92,54.35,54.87,45.76,44.58,58.39,42.51,38.18,31.41,36.4,71.1,59.47,39.53,53.34,32.29,58.21,44.31,35.29,57.13,48.74
2/17/2017 0:15,66.7,62.8,56.7,60,45.6,65.5,48.8,38.8,36.1,37.9,75.2,64.9,45.5,53.6,50.2,57,47.8,40.4,65,52.55,60.2,56.68,51.17,54.15,41.15,59.11,44.04,35.02,32.58,34.2,67.87,58.57,41.06,48.37,45.31,51.44,43.14,36.46,58.66,47.43
2/17/2017 0:20,56.56,62.2,54.9,59,55.7,60.6,47.6,42.2,34.9,28.88,77.1,67.5,52.7,51.9,52.88,61.3,49.2,43.1,61.9,53.875,51.05,56.14,49.55,53.25,50.27,54.69,42.96,38.09,31.5,26.06,69.58,60.92,47.56,46.84,47.72,55.32,44.4,38.9,55.86,48.62
