,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
4035,68.2,62.56,66.0,57.6,62.22,60.2,60.9,57.1,49.2,49.78,80.2,56.1,58.9,63.3,57.78,55.99,63.2,53.1,47.9,64.44,57.16,49.62,61.55,56.46,59.57,51.98,55.03,47.92,54.33,54.96,51.53,44.4,44.93,72.38,50.63,53.16,57.13,52.15,57.04,47.92,43.23,58.16,51.59
4036,66.5,57.0,66.0,60.0,60.1,61.1,59.8,57.0,44.4,54.0,79.0,66.5,64.3,67.8,60.0,59.97,56.7,57.9,47.5,69.6,57.925,58.82,60.02,51.44,59.57,54.15,53.16,52.25,55.14,53.97,51.44,40.07,48.74,71.3,60.02,58.03,61.19,54.15,51.17,52.25,42.87,62.81,52.28
4037,59.8,63.0,62.5,60.3,59.2,62.7,58.5,52.8,44.7,44.56,71.9,68.7,63.5,59.6,58.44,52.71,55.2,51.5,50.9,62.3,54.975,60.76,53.97,56.86,56.41,54.42,52.36,46.48,56.59,52.8,47.65,40.34,40.22,64.89,62.0,57.31,53.79,52.74,49.82,46.48,45.94,56.23,49.61
4038,67.6,62.8,64.7,59.6,48.78,63.4,57.1,54.0,45.0,43.0,66.3,62.2,63.6,61.3,58.9,54.21,58.4,53.8,52.5,62.1,56.7,55.02,61.01,56.68,58.39,53.79,43.14,48.55,57.22,51.53,48.74,40.61,38.81,59.84,56.14,57.4,55.32,53.16,52.71,48.55,47.38,56.05,51.17
4039,66.1,65.3,63.6,60.9,59.8,62.2,59.3,52.0,40.7,51.0,74.4,64.0,59.7,68.4,50.22,60.5,56.8,55.7,48.9,64.1,56.375,56.6,59.66,58.93,57.4,54.96,52.89,50.27,56.14,53.52,46.93,36.73,46.03,67.15,57.76,53.88,61.73,45.32,51.26,50.27,44.13,57.85,50.88
4040,64.2,64.7,59.2,60.4,58.4,60.5,55.9,43.7,49.2,52.2,73.0,69.0,62.7,63.5,60.5,56.16,56.4,57.4,50.8,64.2,57.2,61.02,57.94,58.39,53.43,54.51,51.66,51.8,54.6,50.45,39.44,44.4,47.11,65.88,62.27,56.59,57.31,54.6,50.9,51.8,45.85,57.94,51.62
4041,70.3,57.3,64.3,66.4,49.22,60.3,51.7,53.3,46.3,48.56,75.2,64.8,61.8,64.9,53.5,57.4,66.1,53.6,52.4,69.3,60.35,57.31,63.45,51.71,58.03,59.93,43.53,48.37,54.42,46.66,48.1,41.79,43.83,67.87,58.48,55.77,58.57,48.28,59.66,48.37,47.29,62.54,54.47
4042,65.78,66.6,66.8,59.1,54.7,61.5,57.9,50.4,43.5,48.7,68.8,66.3,57.8,71.3,64.3,63.06,58.1,54.9,47.6,58.7,54.825,58.64,59.37,60.11,60.29,53.34,48.38,49.55,55.5,52.25,45.49,39.26,43.95,62.09,59.84,52.16,64.35,58.03,52.44,49.55,42.96,52.98,49.48
4043,58.3,61.6,62.7,61.9,57.0,54.5,53.7,53.9,44.3,49.0,71.5,65.6,57.2,60.2,53.6,53.24,56.9,49.9,48.8,65.4,55.25,58.02,52.62,55.59,56.59,55.86,50.41,45.03,49.19,48.46,48.64,39.98,44.22,64.53,59.2,51.62,54.33,48.37,51.35,45.03,44.04,59.02,49.86
4044,67.1,63.3,62.1,55.6,60.5,56.5,55.8,52.4,47.2,46.63,69.2,66.9,60.4,66.9,61.67,59.17,63.2,54.2,52.4,69.9,59.925,59.17,60.56,57.13,56.05,50.18,53.51,48.92,50.99,50.36,47.29,42.6,42.08,62.45,60.38,54.51,60.38,55.66,57.04,48.92,47.29,63.08,54.08
4045,70.3,62.3,60.8,62.7,58.5,62.7,55.1,45.7,43.2,50.33,80.1,70.2,58.8,67.3,57.33,59.53,67.7,52.1,53.5,59.7,58.25,62.09,63.45,56.23,54.87,56.59,51.74,47.02,56.59,49.73,41.24,38.99,45.42,72.29,63.36,53.07,60.74,51.74,61.1,47.02,48.28,53.88,52.57
4046,64.7,49.0,57.5,65.5,56.3,67.8,58.7,52.0,45.9,45.3,83.44,67.7,60.9,69.9,55.4,61.82,63.25,56.0,51.6,66.6,59.3625,59.88,58.39,44.22,51.89,59.11,49.79,50.54,61.19,52.98,46.93,41.42,40.88,75.3,61.1,54.96,63.08,50.0,57.08,50.54,46.57,60.11,53.57
4047,66.9,49.0,57.8,62.9,57.5,60.0,53.4,55.7,49.6,56.1,75.78,67.0,61.5,72.5,58.89,64.12,63.0,52.8,50.5,67.2,58.375,59.26,60.38,44.22,52.16,56.77,50.85,47.65,54.15,48.19,50.27,44.76,50.63,68.39,60.47,55.5,65.43,53.15,56.86,47.65,45.58,60.65,52.68
4048,62.5,49.0,69.0,62.1,56.44,64.2,63.2,59.5,46.7,51.57,78.5,66.9,62.5,70.6,58.7,62.45,62.2,52.6,53.7,64.3,58.2,59.17,56.41,44.22,62.27,56.05,49.92,47.47,57.94,57.04,53.7,42.15,46.54,70.85,60.38,56.41,63.72,52.98,56.14,47.47,48.46,58.03,52.53
4049,67.3,62.5,60.4,61.5,55.2,63.2,55.2,50.5,42.2,46.67,72.9,66.1,58.4,67.0,53.78,59.26,54.1,51.4,48.2,65.2,54.725,58.47,60.74,56.41,54.51,55.5,48.82,46.39,57.04,49.82,45.58,38.09,42.12,65.79,59.66,52.71,60.47,48.54,48.83,46.39,43.5,58.84,49.39
4050,63.7,60.5,61.7,59.3,56.1,60.4,51.2,45.6,41.1,40.22,74.7,62.6,57.1,70.7,49.0,62.53,58.9,50.8,50.3,55.8,53.95,55.37,57.49,54.6,55.68,53.52,49.62,45.85,54.51,46.21,41.15,37.09,36.3,67.42,56.5,51.53,63.81,44.22,53.16,45.85,45.4,50.36,48.69
4051,64.5,61.5,61.0,63.3,58.9,61.7,55.1,53.6,43.5,49.8,75.6,65.9,54.0,66.4,55.44,58.73,65.1,49.0,46.2,64.1,56.1,58.28,58.21,55.5,55.05,57.13,52.1,44.22,55.68,49.73,48.37,39.26,44.94,68.23,59.47,48.74,59.93,50.03,58.75,44.22,41.7,57.85,50.63
4052,67.8,59.2,66.8,64.2,57.56,63.2,53.2,48.2,42.6,41.63,76.6,64.1,65.7,65.3,45.11,57.75,57.9,54.8,51.0,65.4,57.275,56.69,61.19,53.43,60.29,57.94,50.91,49.46,57.04,48.01,43.5,38.45,37.57,69.13,57.85,59.29,58.93,40.71,52.25,49.46,46.03,59.02,51.69
4053,58.78,65.9,67.2,64.7,52.11,62.6,60.7,50.6,47.7,59.22,74.7,64.6,62.5,68.0,58.8,60.14,61.22,56.9,43.3,67.8,57.305,57.13,53.05,59.47,60.65,58.39,46.09,51.35,56.5,54.78,45.67,43.05,53.45,67.42,58.3,56.41,61.37,53.07,55.25,51.35,39.08,61.19,51.72
4054,68.9,65.4,64.9,63.2,43.43,60.6,55.9,49.4,45.6,55.0,76.1,67.4,62.0,70.0,60.5,61.92,66.9,55.2,50.1,70.7,60.725,59.61,62.18,59.02,58.57,57.04,38.42,49.82,54.69,50.45,44.58,41.15,49.64,68.68,60.83,55.96,63.18,54.6,60.38,49.82,45.22,63.81,54.8
4055,66.3,62.2,69.4,62.9,61.33,64.6,61.5,59.0,38.4,52.13,75.7,68.9,58.0,64.6,63.33,57.13,57.3,58.0,50.5,58.8,56.15,60.94,59.84,56.14,62.63,56.77,54.24,52.35,58.3,55.5,53.25,34.66,47.05,68.32,62.18,52.35,58.3,57.16,51.71,52.35,45.58,53.07,50.68
4056,67.6,58.7,65.6,60.9,62.1,65.2,58.0,56.2,42.7,50.8,75.2,62.9,59.0,71.1,61.2,62.89,55.0,57.5,53.4,71.1,59.25,55.63,61.01,52.98,59.2,54.96,54.93,51.89,58.84,52.35,50.72,38.54,45.85,67.87,56.77,53.25,64.17,55.23,49.64,51.89,48.19,64.17,53.47
4057,29.5,58.8,59.9,55.4,48.0,69.5,54.4,50.5,43.8,42.78,79.3,67.1,55.2,60.1,50.1,53.16,58.0,53.0,39.3,58.4,52.175,59.35,26.62,53.07,54.06,50.0,42.45,47.83,62.72,49.1,45.58,39.53,38.61,71.57,60.56,49.82,54.24,45.22,52.35,47.83,35.47,52.71,47.09
4058,29.5,59.9,66.2,66.5,52.7,63.6,51.8,53.4,44.0,52.3,74.7,64.9,62.8,64.5,56.8,57.05,64.1,52.7,47.8,67.6,58.05,57.4,26.62,54.06,59.75,60.02,46.61,47.56,57.4,46.75,48.19,39.71,47.2,67.42,58.57,56.68,58.21,51.26,57.85,47.56,43.14,61.01,52.39
4059,62.44,65.7,69.0,58.6,60.0,67.4,57.7,54.5,46.4,47.86,76.7,68.0,59.5,71.4,54.13,63.15,57.0,56.0,50.9,71.22,58.78,60.14,56.35,59.29,62.27,52.89,53.07,50.54,60.83,52.07,49.19,41.88,43.19,69.22,61.37,53.7,64.44,48.85,51.44,50.54,45.94,64.28,53.05
4060,66.5,66.2,61.0,65.7,54.56,60.8,58.8,50.6,42.4,49.56,80.11,59.4,62.8,70.9,59.0,62.71,57.33,50.7,48.2,73.7,57.4825,52.54,60.02,59.75,55.05,59.29,48.26,45.76,54.87,53.07,45.67,38.27,44.73,72.3,53.61,56.68,63.99,53.25,51.74,45.76,43.5,66.51,51.88
4061,66.5,58.38,66.6,60.67,56.8,55.0,53.7,48.2,41.3,44.11,85.33,55.2,59.3,63.1,48.13,55.81,69.11,53.6,51.8,64.0,59.6275,48.82,60.02,52.69,60.11,54.75,50.23,48.37,49.64,48.46,43.5,37.27,39.81,77.01,49.82,53.52,56.95,43.44,62.37,48.37,46.75,57.76,53.81
4062,70.38,69.5,66.5,51.6,56.1,68.22,62.1,50.5,41.0,44.89,76.1,68.8,59.3,66.1,49.33,58.47,68.11,54.8,49.0,60.5,58.1025,60.85,63.52,62.72,60.02,46.57,49.62,49.46,61.57,56.05,45.58,37.0,40.51,68.68,62.09,53.52,59.66,44.52,61.47,49.46,44.22,54.6,52.44
4063,67.33,69.13,70.25,59.75,57.0,68.0,62.13,61.75,50.13,50.88,86.5,69.88,70.38,67.5,60.88,59.7,70.13,56.0,52.63,58.29,59.2625,61.81,60.77,62.39,63.4,53.92,50.41,50.54,61.37,56.07,55.73,45.24,45.92,78.07,63.07,63.52,60.92,54.94,63.29,50.54,47.5,52.61,53.48
4064,62.1,67.1,66.1,65.8,62.3,66.8,57.1,57.0,43.9,51.44,76.4,67.4,63.2,67.6,59.8,59.79,58.5,56.6,49.6,68.3,58.25,59.61,56.05,60.56,59.66,59.38,55.11,51.08,60.29,51.53,51.44,39.62,46.42,68.95,60.83,57.04,61.01,53.97,52.8,51.08,44.76,61.64,52.57
4065,70.56,64.2,61.1,60.9,63.2,69.2,60.2,52.7,46.1,54.0,75.4,68.5,61.4,66.9,59.29,59.17,62.5,58.1,51.8,61.7,58.525,60.58,63.68,57.94,55.14,54.96,55.9,52.44,62.45,54.33,47.56,41.61,48.74,68.05,61.82,55.41,60.38,53.51,56.41,52.44,46.75,55.68,52.82
4066,68.0,56.3,62.1,61.4,58.6,64.0,64.3,51.3,39.0,47.7,78.44,61.0,61.7,65.6,55.7,58.02,59.0,54.4,50.2,63.1,56.675,53.95,61.37,50.81,56.05,55.41,51.83,49.1,57.76,58.03,46.3,35.2,43.05,70.79,55.05,55.68,59.2,50.27,53.25,49.1,45.31,56.95,51.15
4067,59.75,60.7,67.6,47.4,56.6,67.1,58.3,53.4,40.1,48.0,77.4,66.8,52.3,70.3,61.11,62.18,61.9,54.7,50.8,64.44,57.96,59.08,53.92,54.78,61.01,42.78,50.06,49.37,60.56,52.62,48.19,36.19,43.32,69.85,60.29,47.2,63.45,55.15,55.86,49.37,45.85,58.16,52.31
4068,71.89,64.5,60.8,52.3,59.78,67.6,54.9,48.6,42.6,48.38,76.1,67.4,55.3,70.7,48.14,62.53,67.4,52.6,44.3,57.6,55.475,59.61,64.88,58.21,54.87,47.2,52.87,47.47,61.01,49.55,43.86,38.45,43.66,68.68,60.83,49.91,63.81,43.45,60.83,47.47,39.98,51.98,50.07
4069,61.9,69.0,62.8,60.8,58.7,63.38,66.7,53.3,38.5,45.13,84.7,71.7,67.0,67.9,48.13,60.05,62.25,58.9,50.6,74.6,61.5875,63.42,55.86,62.27,56.68,54.87,51.92,53.16,57.2,60.2,48.1,34.75,40.73,76.44,64.71,60.47,61.28,43.44,56.18,53.16,45.67,67.33,55.58
4070,67.2,66.3,60.8,67.3,52.4,62.1,58.8,51.0,37.5,56.33,81.4,68.7,58.0,64.7,58.13,57.22,57.78,48.5,47.4,56.6,52.57,60.76,60.65,59.84,54.87,60.74,46.34,43.77,56.05,53.07,46.03,33.84,50.84,73.46,62.0,52.35,58.39,52.46,52.15,43.77,42.78,51.08,47.44
4071,72.33,64.9,69.11,62.56,51.44,71.7,59.8,49.4,39.0,37.0,83.44,70.9,61.7,64.4,46.71,56.96,67.88,56.3,44.4,66.6,58.795,62.71,65.28,58.57,62.37,56.46,45.49,50.81,64.71,53.97,44.58,35.2,33.39,75.3,63.99,55.68,58.12,42.16,61.26,50.81,40.07,60.11,53.06
4072,67.17,72.56,71.67,63.0,56.0,68.11,64.33,54.33,40.67,50.25,78.5,62.5,60.33,63.44,58.25,56.11,70.0,56.22,53.11,67.33,61.665,55.28,60.62,65.49,64.68,56.86,49.53,50.74,61.47,58.06,49.03,36.7,45.35,70.85,56.41,54.45,57.25,52.57,63.18,50.74,47.93,60.77,55.65
4073,69.0,68.33,64.33,64.25,55.17,62.78,59.89,50.56,39.88,35.2,80.13,70.75,62.56,68.89,47.83,60.93,63.0,57.78,50.89,63.57,58.81,62.57,62.27,61.67,58.06,57.99,48.79,52.15,56.66,54.05,45.63,35.99,31.77,72.32,63.85,56.46,62.17,43.17,56.86,52.15,45.93,57.37,53.08
4074,73.0,67.11,59.0,60.8,47.29,68.38,55.7,44.6,42.7,55.63,74.75,70.7,58.6,64.0,53.57,56.6,63.0,55.8,54.2,52.33,56.3325,62.53,65.88,60.57,53.25,54.87,41.83,50.36,61.71,50.27,40.25,38.54,50.21,67.46,63.81,52.89,57.76,48.35,56.86,50.36,48.92,47.23,50.84
4075,75.43,66.63,63.13,61.25,45.75,78.0,58.38,48.13,35.29,43.17,81.43,69.5,58.0,56.5,48.83,49.97,62.38,53.25,51.25,60.13,56.7525,61.47,68.08,60.13,56.97,55.28,40.46,48.06,70.4,52.69,43.44,31.85,38.96,73.49,62.72,52.35,50.99,44.07,56.3,48.06,46.25,54.27,51.22
4076,71.0,64.2,62.67,62.1,55.0,71.63,60.22,52.1,37.7,38.22,76.44,73.0,59.2,68.3,56.67,60.41,59.2,57.1,48.7,68.22,58.305,64.56,64.08,57.94,56.56,56.05,48.65,51.53,64.65,54.35,47.02,34.02,34.49,68.99,65.88,53.43,61.64,51.14,53.43,51.53,43.95,61.57,52.62
4077,68.43,64.33,69.78,63.9,56.0,58.57,60.3,58.5,41.0,48.0,75.5,75.78,68.0,72.1,55.89,63.77,61.63,59.44,48.22,67.1,59.0975,67.02,61.76,58.06,62.98,57.67,49.53,53.64,52.86,54.42,52.8,37.0,43.32,68.14,68.39,61.37,65.07,50.44,55.62,53.64,43.52,60.56,53.34
4078,72.6,68.1,54.9,60.7,58.71,76.33,50.7,54.9,38.9,55.86,88.43,69.3,60.6,70.44,59.67,62.3,73.86,47.5,46.6,66.75,58.6775,61.29,65.52,61.46,49.55,54.78,51.93,42.87,68.89,45.76,49.55,35.11,50.41,79.81,62.54,54.69,63.57,53.85,66.66,42.87,42.06,60.24,52.96
4079,74.67,67.9,60.1,65.4,52.63,72.88,57.1,49.4,49.1,57.67,81.0,68.22,51.0,71.1,53.6,62.89,70.11,56.9,42.4,68.1,59.3775,60.34,67.39,61.28,54.24,59.02,46.55,51.35,65.77,51.53,44.58,44.31,52.05,73.1,61.57,46.03,64.17,48.37,63.27,51.35,38.27,61.46,53.59
4080,63.6,72.43,60.25,51.71,55.75,81.0,53.5,49.75,39.63,57.6,90.0,70.0,53.38,64.63,66.6,57.16,78.5,51.38,47.14,61.29,59.5775,61.92,57.4,65.37,54.38,46.67,49.3,46.37,73.1,48.28,44.9,35.77,51.98,81.23,63.18,48.18,58.33,60.11,70.85,46.37,42.54,55.31,53.77
4081,70.86,60.57,68.5,54.25,57.2,67.4,48.5,50.38,39.25,48.33,70.5,67.71,53.5,69.38,61.0,61.37,51.5,53.25,46.13,64.63,53.8775,59.89,63.95,54.66,61.82,48.96,50.59,48.06,60.83,43.77,45.47,35.42,43.62,63.63,61.11,48.28,62.62,55.05,46.48,48.06,41.63,58.33,48.62
4082,68.43,68.0,61.3,61.5,55.1,70.44,59.9,55.0,40.7,44.0,83.0,70.3,65.6,60.6,51.88,53.6,69.13,56.3,52.2,63.33,60.24,62.18,61.76,61.37,55.32,55.5,48.74,50.81,63.57,54.06,49.64,36.73,39.71,74.91,63.45,59.2,54.69,46.82,62.39,50.81,47.11,57.16,54.37
4083,74.86,62.78,63.5,63.89,65.29,69.0,55.11,47.56,44.22,42.86,82.43,68.44,61.33,63.13,64.56,55.83,66.0,49.89,53.56,65.25,58.675,60.53,67.56,56.66,57.31,57.66,57.74,45.03,62.27,49.74,42.92,39.91,38.68,74.39,61.77,55.35,56.97,58.27,59.57,45.03,48.34,58.89,52.95
4084,67.6,69.43,62.44,62.33,62.78,72.0,62.67,59.11,46.5,52.8,84.8,67.5,61.67,74.33,59.86,65.74,69.5,59.67,49.67,72.25,62.7725,59.7,61.01,62.66,56.35,56.25,55.53,53.85,64.98,56.56,53.35,41.97,47.65,76.53,60.92,55.66,67.08,54.02,62.72,53.85,44.83,65.21,56.65
4085,68.2,64.5,68.8,63.6,52.22,78.78,63.9,54.3,40.7,49.1,82.5,69.33,62.7,65.2,52.11,57.66,71.4,55.11,44.11,60.9,57.88,61.32,61.55,58.21,62.09,57.4,46.19,49.74,71.1,57.67,49.01,36.73,44.31,74.46,62.57,56.59,58.84,47.03,64.44,49.74,39.81,54.96,52.24
4086,70.83,62.29,63.25,63.29,53.0,68.0,60.38,49.38,41.75,51.86,79.29,69.13,57.0,69.71,54.2,61.65,66.8,54.63,50.63,66.0,59.515,61.14,63.92,56.22,57.08,57.12,46.87,49.3,61.37,54.49,44.57,37.68,46.8,71.56,62.39,51.44,62.91,48.92,60.29,49.3,45.69,59.57,53.71
4087,72.71,66.71,57.38,59.71,55.33,70.0,58.0,43.13,36.38,48.0,84.4,70.75,58.88,60.5,56.4,53.51,68.71,54.0,49.75,62.57,58.7575,62.57,65.62,60.21,51.79,53.89,48.94,48.74,63.18,52.35,38.92,32.83,43.32,76.17,63.85,53.14,54.6,50.9,62.01,48.74,44.9,56.47,53.03
4088,75.2,69.33,66.67,61.9,51.2,71.67,51.6,50.3,43.3,42.13,83.22,68.6,62.0,67.33,52.0,59.55,62.57,52.4,49.2,66.0,57.5425,60.67,67.87,62.57,60.17,55.86,45.29,47.29,64.68,46.57,45.4,39.08,38.02,75.11,61.91,55.96,60.77,46.93,56.47,47.29,44.4,59.57,51.93
4089,71.75,65.22,54.0,52.5,58.57,58.57,58.0,49.33,40.67,46.44,80.29,70.43,66.5,57.11,53.14,50.51,62.75,57.56,52.38,55.29,56.995,62.29,64.75,58.86,48.74,47.38,51.8,51.95,52.86,52.35,44.52,36.7,41.91,72.46,63.56,60.02,51.54,47.96,56.63,51.95,47.27,49.9,51.44
4090,74.0,64.57,63.57,56.2,62.17,68.0,46.71,49.43,52.0,57.6,85.57,60.14,53.0,76.29,62.0,67.47,61.2,46.43,46.57,74.14,57.085,53.19,66.79,58.27,57.37,50.72,54.99,41.9,61.37,42.16,44.61,46.93,51.98,77.23,54.28,47.83,68.85,55.96,55.23,41.9,42.03,66.91,51.52
4091,69.25,69.0,56.5,60.5,56.7,75.6,65.9,53.6,37.9,40.86,78.89,67.9,53.7,60.9,66.29,53.86,62.13,61.1,47.1,61.1,57.8575,60.05,62.5,62.27,50.99,54.6,50.15,55.14,68.23,59.47,48.37,34.2,36.88,71.2,61.28,48.46,54.96,59.83,56.07,55.14,42.51,55.14,52.22
4092,72.67,65.75,48.86,58.38,50.13,73.14,56.0,46.63,40.75,38.2,85.2,67.63,59.5,74.63,44.4,66.0,56.83,50.88,52.13,73.0,58.21,59.82,65.58,59.34,44.1,52.69,44.34,45.92,66.01,50.54,42.08,36.78,34.48,76.89,61.04,53.7,67.35,40.07,51.29,45.92,47.05,65.88,52.53
4093,70.67,66.88,64.44,63.56,58.57,65.0,53.67,49.0,36.78,57.17,76.57,72.22,52.44,71.56,53.83,63.29,62.14,55.22,47.67,68.75,58.445,63.88,63.78,60.36,58.16,57.36,51.8,49.84,58.66,48.44,44.22,33.19,51.6,69.1,65.18,47.33,64.58,48.58,56.08,49.84,43.02,62.05,52.75
4094,72.57,56.78,59.33,48.33,48.44,59.88,60.22,41.89,33.33,42.63,72.5,66.78,47.56,55.22,48.5,48.84,58.88,55.78,40.78,54.63,52.5175,59.06,65.49,51.24,53.55,43.62,42.85,50.34,54.04,54.35,37.81,30.08,38.47,65.43,60.27,42.92,49.84,43.77,53.14,50.34,36.8,49.3,47.4
4095,71.6,72.11,67.38,59.56,54.22,73.63,64.67,44.56,34.67,45.0,86.0,67.63,61.56,68.11,53.0,60.24,61.88,50.44,46.0,62.25,55.1425,59.82,64.62,65.08,60.81,53.75,47.95,45.52,66.45,58.36,40.22,31.29,40.61,77.62,61.04,55.56,61.47,47.83,55.85,45.52,41.52,56.18,49.77
4096,70.5,58.43,64.0,54.86,44.5,74.57,62.29,49.71,39.29,44.83,84.2,69.0,63.57,57.0,58.0,50.41,62.5,55.71,48.0,65.71,57.98,61.02,63.63,52.73,57.76,49.51,39.36,50.28,67.3,56.22,44.86,35.46,40.46,75.99,62.27,57.37,51.44,52.35,56.41,50.28,43.32,59.3,52.33
4097,68.5,68.63,61.0,53.25,51.71,70.29,52.38,48.88,36.13,41.14,77.2,63.38,53.5,61.88,54.71,54.73,67.86,51.0,42.25,57.38,54.6225,56.06,61.82,61.94,55.05,48.06,45.74,46.03,63.44,47.27,44.11,32.61,37.13,69.67,57.2,48.28,55.85,49.38,61.24,46.03,38.13,51.79,49.3
4098,70.86,59.4,65.4,65.2,48.67,71.78,55.2,46.5,38.7,46.13,85.4,59.5,61.4,62.9,59.44,55.63,67.67,55.5,50.0,54.5,56.9175,52.63,63.95,53.61,59.02,58.84,43.04,50.09,64.78,49.82,41.97,34.93,41.63,77.07,53.7,55.41,56.77,53.64,61.07,50.09,45.13,49.19,51.37
4099,73.67,67.25,62.63,59.29,52.5,60.0,62.38,46.5,40.63,52.75,81.71,67.88,63.0,58.38,57.0,51.64,69.57,61.0,52.75,59.25,60.6425,60.03,66.49,60.69,56.52,53.51,46.43,55.05,54.15,56.3,41.97,36.67,47.61,73.74,61.26,56.86,52.69,51.44,62.79,55.05,47.61,53.47,54.73
4100,72.86,68.75,58.75,43.75,54.38,70.29,57.0,50.0,38.5,45.0,80.0,66.38,55.5,61.5,42.0,54.39,70.88,54.63,42.25,57.13,56.2225,58.71,65.76,62.05,53.02,39.48,48.1,49.3,63.44,51.44,45.13,34.75,40.61,72.2,59.91,50.09,55.5,37.91,63.97,49.3,38.13,51.56,50.74
4101,63.2,63.67,57.0,51.83,53.17,63.5,57.5,50.67,36.83,39.6,77.4,66.67,55.17,70.0,53.83,61.92,78.67,52.33,48.0,58.75,59.4375,58.97,57.04,57.46,51.44,46.78,47.03,47.23,57.31,51.89,45.73,33.24,35.74,69.85,60.17,49.79,63.18,48.58,71.0,47.23,43.32,53.02,53.64
4102,71.75,68.75,63.14,58.88,63.0,60.75,56.5,41.88,37.5,53.13,71.75,63.0,52.25,67.75,63.86,59.92,63.0,52.38,37.88,70.63,55.9725,55.72,64.75,62.05,56.98,53.14,55.72,47.27,54.83,50.99,37.8,33.84,47.95,64.75,56.86,47.16,61.14,57.63,56.86,47.27,34.19,63.74,50.52
4103,68.33,62.67,62.17,68.0,52.83,68.17,51.5,53.67,49.83,54.6,83.5,64.0,55.33,70.67,52.0,62.5,57.4,51.5,43.5,72.0,56.1,56.6,61.67,56.56,56.11,61.37,46.73,46.48,61.52,46.48,48.44,44.97,49.28,75.36,57.76,49.94,63.78,46.93,51.8,46.48,39.26,64.98,50.63
4104,69.75,69.1,62.8,56.4,45.0,65.56,60.2,50.9,35.1,43.6,81.3,70.1,61.3,61.9,52.5,54.74,57.71,52.7,46.5,66.5,55.8525,62.0,62.95,62.36,56.68,50.9,39.8,47.56,59.17,54.33,45.94,31.68,39.35,73.37,63.27,55.32,55.86,47.38,52.08,47.56,41.97,60.02,50.41
4105,69.63,62.13,67.25,64.38,56.0,65.75,52.5,50.63,42.5,48.29,68.5,68.25,55.0,72.38,53.86,64.01,65.13,52.0,42.75,69.0,57.22,60.37,62.84,56.07,60.69,58.1,49.53,46.93,59.34,47.38,45.69,38.36,43.58,61.82,61.6,49.64,65.32,48.61,58.78,46.93,38.58,62.27,51.64
4106,72.2,71.8,63.1,58.1,51.0,60.6,54.1,49.0,41.7,55.3,77.2,70.0,57.2,73.6,66.2,65.09,60.1,53.9,48.7,64.78,56.87,61.92,65.16,64.8,56.95,52.44,45.11,48.64,54.69,48.83,44.22,37.63,49.91,69.67,63.18,51.62,66.42,59.75,54.24,48.64,43.95,58.46,51.33
4107,74.67,71.14,61.86,61.14,51.14,63.86,55.0,44.29,37.43,36.0,80.43,71.0,61.43,59.0,62.0,52.19,70.0,59.71,53.43,61.86,61.25,62.8,67.39,64.2,55.83,55.18,45.23,53.89,57.63,49.64,39.97,33.78,32.49,72.59,64.08,55.44,53.25,55.96,63.18,53.89,48.22,55.83,55.28
4108,72.57,67.43,63.29,62.71,40.43,59.0,53.43,41.14,41.14,46.8,74.71,64.29,56.57,67.86,50.33,60.02,55.71,51.14,44.43,72.0,55.82,56.86,65.49,60.86,57.12,56.6,35.76,46.15,53.25,48.22,37.13,37.13,42.24,67.43,58.02,51.05,61.24,45.42,50.28,46.15,40.1,64.98,50.38
4109,72.5,70.29,64.38,63.0,58.25,62.0,57.13,49.88,41.5,52.5,75.5,70.13,56.5,65.5,61.71,57.93,65.38,55.75,49.88,59.71,57.68,62.02,65.43,63.44,58.1,56.86,51.52,50.31,55.96,51.56,45.02,37.45,47.38,68.14,63.29,50.99,59.11,55.69,59.01,50.31,45.02,53.89,52.06
4110,71.5,64.5,68.67,60.17,55.0,59.5,60.5,52.67,47.83,51.83,78.67,68.83,61.17,61.5,60.33,54.39,61.5,50.17,42.0,69.67,55.835,60.88,64.53,58.21,61.97,54.3,48.65,45.28,53.7,54.6,47.53,43.17,46.78,71.0,62.12,55.21,55.5,54.45,55.5,45.28,37.91,62.88,50.39
4111,71.38,54.0,71.75,65.63,53.63,64.0,57.25,51.5,39.63,42.86,74.0,63.38,61.5,69.13,61.43,61.14,61.25,55.25,48.88,70.75,59.0325,56.06,64.42,48.74,64.75,59.23,47.43,49.86,57.76,51.67,46.48,35.77,38.68,66.79,57.2,55.5,62.39,55.44,55.28,49.86,44.11,63.85,53.28
4112,70.67,59.86,71.86,64.71,49.43,66.71,55.0,49.57,43.86,50.14,81.71,68.29,65.29,66.86,56.43,59.13,68.29,54.43,51.71,69.83,61.065,60.4,63.78,54.02,64.85,58.4,43.72,49.12,60.21,49.64,44.74,39.58,45.25,73.74,61.63,58.92,60.34,50.93,61.63,49.12,46.67,63.02,55.11
4113,71.14,62.0,71.71,54.86,48.71,66.43,53.43,46.71,39.29,46.0,78.14,67.29,45.71,69.0,42.71,61.02,68.14,51.29,44.71,68.86,58.25,59.52,64.2,55.96,64.72,49.51,43.08,46.29,59.95,48.22,42.16,35.46,41.52,70.52,60.73,41.25,62.27,38.55,61.5,46.29,40.35,62.15,52.57
